event_type,customer_id,calendar_time,profit,loss
customer_arrival,1,0.5181064034807233,0.0,-0.010362128069614467
survival,1,1.2648081172534271,0.5991914173006712,0.0
customer_arrival,2,9.36997425910845,0.0,-0.16210332283710047
failure,2,14.399864857440598,0.8544796027199545,-2.25
customer_arrival,3,23.428671906514474,0.0,-0.18057614098147753
survival,3,31.08296819751667,0.8569150036087003,0.0
customer_arrival,4,44.83656626738974,0.0,-0.27507196139746143
shutdown,4,44.83656626738974,0.0,0.0
customer_arrival,4,45.644710385170136,0.0,-0.01616288235560783
survival,4,47.66051764789565,0.4189149840238616,0.0
customer_arrival,5,48.636341583179785,0.0,-0.019516478705682613
survival,5,49.89026756227405,0.6359180700977766,0.0
customer_arrival,6,52.548824255609674,0.0,-0.05317113386671256
shutdown,6,52.548824255609674,0.0,0.0
customer_arrival,6,57.48604397324356,0.0,-0.0987443943526778
survival,6,67.29717832737057,0.7651386171090779,0.0
customer_arrival,7,69.13459494966752,0.0,-0.03674833244593871
survival,7,69.71615796386745,0.6506811680234893,0.0
customer_arrival,8,80.34702353023806,0.0,-0.2126173113274122
survival,8,87.24755266772,0.6385154183664272,0.0
customer_arrival,9,92.57608250117438,0.0,-0.10657059666908764
survival,9,93.66222130134989,0.5724820038906061,0.0
customer_arrival,10,97.02231922861846,0.0,-0.0672019585453713
survival,10,101.86965887070043,0.22008752348141708,0.0
customer_arrival,11,103.91055477362268,0.0,-0.04081791805844502
shutdown,11,103.91055477362268,0.0,0.0
customer_arrival,11,115.38454435989075,0.0,-0.22947979172536165
survival,11,117.27210858634668,0.38620197010205054,0.0
customer_arrival,12,121.20369418026883,0.0,-0.07863171187844309
survival,12,128.5567300103063,0.8172819385593679,0.0
customer_arrival,13,129.69733000399413,0.0,-0.02281199987375637
shutdown,13,129.69733000399413,0.0,0.0
customer_arrival,13,132.28071073902524,0.0,-0.0516676147006225
failure,13,135.69193613646848,0.5966100562429072,-2.25
customer_arrival,14,136.85369718720924,0.0,-0.02323522101481495
survival,14,140.03100966168128,0.24445387911594302,0.0
customer_arrival,15,141.54837767998188,0.0,-0.030347360366012266
shutdown,15,141.54837767998188,0.0,0.0
customer_arrival,15,144.62369824040158,0.0,-0.061506411208394014
shutdown,15,144.62369824040158,0.0,0.0
customer_arrival,15,154.50724840638634,0.0,-0.1976710033196949
shutdown,15,154.50724840638634,0.0,0.0
customer_arrival,15,164.18642808405596,0.0,-0.19358359355339233
survival,15,165.94510814810718,0.0648271766540771,0.0
customer_arrival,16,167.9942645893671,0.0,-0.04098312882519875
shutdown,16,167.9942645893671,0.0,0.0
customer_arrival,16,168.11347274442753,0.0,-0.002384163101208395
shutdown,16,168.11347274442753,0.0,0.0
customer_arrival,16,169.87280145124882,0.0,-0.035186574136425605
shutdown,16,169.87280145124882,0.0,0.0
customer_arrival,16,171.34176014097645,0.0,-0.029379173794552564
survival,16,174.61542048563552,0.4527514238111072,0.0
customer_arrival,17,184.65622343716083,0.0,-0.20081605903050595
survival,17,189.14910471790768,0.5971688093927163,0.0
customer_arrival,18,192.12253440379206,0.0,-0.05946859371768774
survival,18,196.82400231897844,0.8573792004779786,0.0
customer_arrival,19,200.30560364750136,0.0,-0.06963202657045851
shutdown,19,200.30560364750136,0.0,0.0
customer_arrival,19,203.29647270227468,0.0,-0.05981738109546655
shutdown,19,203.29647270227468,0.0,0.0
customer_arrival,19,209.76486364847815,0.0,-0.12936781892406932
shutdown,19,209.76486364847815,0.0,0.0
customer_arrival,19,209.9254155010999,0.0,-0.003211037052435134
survival,19,209.97440521281175,0.5549488092503932,0.0
customer_arrival,20,213.18361356094982,0.0,-0.06418416696276168
shutdown,20,213.18361356094982,0.0,0.0
customer_arrival,20,213.8316498757832,0.0,-0.012960726296667733
survival,20,218.84482848880032,0.2290060021025294,0.0
customer_arrival,21,219.85478486892805,0.0,-0.020199127602554573
survival,21,224.63187995963546,0.5380826709624231,0.0
customer_arrival,22,226.56452786449302,0.0,-0.0386529580971511
survival,22,230.21587829964935,0.34527824874109503,0.0
customer_arrival,23,255.12070278326567,0.0,-0.49809648967232634
survival,23,255.93465805235158,0.35430806762076084,0.0
customer_arrival,24,260.82411758115273,0.0,-0.09778919057602282
survival,24,277.8105840641208,0.41448047106167274,0.0
customer_arrival,25,290.54569994773544,0.0,-0.25470231767229295
survival,25,297.24015966702075,0.57512943853018,0.0
customer_arrival,26,301.4199382242896,0.0,-0.08359557114537639
failure,26,304.27301572098435,0.7539087859569308,-2.25
customer_arrival,27,308.2629042400178,0.0,-0.07979777038066858
shutdown,27,308.2629042400178,0.0,0.0
customer_arrival,27,312.915515070428,0.0,-0.09305221660820368
survival,27,317.6786121874536,0.7145925257610996,0.0
customer_arrival,28,325.5639561142831,0.0,-0.1577068785365895
shutdown,28,325.5639561142831,0.0,0.0
customer_arrival,28,326.73153484031644,0.0,-0.023351574520667048
shutdown,28,326.73153484031644,0.0,0.0
customer_arrival,28,326.9046122535439,0.0,-0.0034615482645493183
survival,28,331.52793795360066,0.6341703697636227,0.0
customer_arrival,29,332.5929237570604,0.0,-0.021299716069195816
shutdown,29,332.5929237570604,0.0,0.0
customer_arrival,29,337.0221913425076,0.0,-0.08858535170894341
survival,29,340.7179444808276,0.6814052499467191,0.0
customer_arrival,30,354.7284218122161,0.0,-0.28020954662776953
shutdown,30,354.7284218122161,0.0,0.0
customer_arrival,30,360.8118458930301,0.0,-0.12166848161628104
shutdown,30,360.8118458930301,0.0,0.0
customer_arrival,30,368.27458118591096,0.0,-0.14925470585761655
shutdown,30,368.27458118591096,0.0,0.0
customer_arrival,30,370.04091164916355,0.0,-0.035326609265052114
shutdown,30,370.04091164916355,0.0,0.0
customer_arrival,30,371.19347985466646,0.0,-0.023051364110058224
survival,30,374.4177283486047,0.29484988192925754,0.0
customer_arrival,31,375.001694900669,0.0,-0.011679331041286021
shutdown,31,375.001694900669,0.0,0.0
customer_arrival,31,386.32059009254425,0.0,-0.2263779038375047
survival,31,390.8697850570241,0.7368720711606874,0.0
customer_arrival,32,394.85530604598483,0.0,-0.07971041977921506
survival,32,395.0505915830992,0.42166169996204605,0.0
customer_arrival,33,408.88611742611545,0.0,-0.27671051686032483
shutdown,33,408.88611742611545,0.0,0.0
customer_arrival,33,414.9888957721473,0.0,-0.12205556692063732
survival,33,418.49076235166046,0.7842699970144726,0.0
customer_arrival,34,421.7288483624079,0.0,-0.06476172021494951
survival,34,428.7082646497413,0.4728649084811003,0.0
customer_arrival,35,433.1362378814577,0.0,-0.08855946463432864
failure,35,440.18742232772325,0.6383627811632623,-2.25
customer_arrival,36,440.61128852523353,0.0,-0.008477323950205347
shutdown,36,440.61128852523353,0.0,0.0
customer_arrival,36,456.09938933460035,0.0,-0.30976201618733656
survival,36,460.41124038345293,0.332723681506368,0.0
customer_arrival,37,461.751548156238,0.0,-0.02680615545570118
shutdown,37,461.751548156238,0.0,0.0
customer_arrival,37,477.39522514269584,0.0,-0.3128735397291559
shutdown,37,477.39522514269584,0.0,0.0
customer_arrival,37,478.1404623486477,0.0,-0.014904744119036962
shutdown,37,478.1404623486477,0.0,0.0
customer_arrival,37,480.9012472676835,0.0,-0.05521569838071631
shutdown,37,480.9012472676835,0.0,0.0
customer_arrival,37,493.3369818676975,0.0,-0.24871469200027965
survival,37,493.80131849054624,0.7773665824439961,0.0
customer_arrival,38,498.2701349089625,0.0,-0.08937632836832554
shutdown,38,498.2701349089625,0.0,0.0
customer_arrival,38,506.49282764324596,0.0,-0.16445385468566937
shutdown,38,506.49282764324596,0.0,0.0
customer_arrival,38,514.7270667299243,0.0,-0.16468478173356815
survival,38,515.5231548070933,0.7175052492972098,0.0
customer_arrival,39,516.3161113625092,0.0,-0.015859131108318002
shutdown,39,516.3161113625092,0.0,0.0
customer_arrival,39,525.338663033534,0.0,-0.18045103342049484
shutdown,39,525.338663033534,0.0,0.0
customer_arrival,39,526.8021939427814,0.0,-0.029270618184947434
survival,39,527.7764863027502,0.6613310671466603,0.0
customer_arrival,40,535.5137019874682,0.0,-0.1547443136943584
survival,40,543.9796864418986,0.36688990102617336,0.0
customer_arrival,41,544.0492247082065,0.0,-0.001390765326157605
shutdown,41,544.0492247082065,0.0,0.0
customer_arrival,41,559.5456374450815,0.0,-0.30992825473750085
survival,41,559.8717545665905,0.1586515842733074,0.0
customer_arrival,42,562.5265661057097,0.0,-0.05309623078238314
survival,42,568.7211038638736,0.4643436684250295,0.0
customer_arrival,43,569.9701506156958,0.0,-0.0249809350364453
survival,43,573.3454887069142,0.7738716807677322,0.0
customer_arrival,44,575.9452790790172,0.0,-0.05199580744205806
shutdown,44,575.9452790790172,0.0,0.0
customer_arrival,44,576.6591899192038,0.0,-0.014278216803733016
survival,44,595.8687733892059,0.7099887249677288,0.0
customer_arrival,45,596.732946975329,0.0,-0.017283471722463153
survival,45,597.395158701144,0.5292398978247196,0.0
customer_arrival,46,603.7431983004401,0.0,-0.12696079198592158
survival,46,612.3356920121765,0.48018475624603274,0.0
customer_arrival,47,613.6607609244894,0.0,-0.026501378246257576
failure,47,615.2885010111701,0.518185904940132,-2.25
customer_arrival,48,622.066147627227,0.0,-0.13555293232113802
survival,48,629.1857574444231,0.8230570738341085,0.0
customer_arrival,49,634.7615360088912,0.0,-0.11151557128936336
shutdown,49,634.7615360088912,0.0,0.0
customer_arrival,49,641.9431546452331,0.0,-0.14363237272683718
shutdown,49,641.9431546452331,0.0,0.0
customer_arrival,49,645.5433997703349,0.0,-0.07200490250203608
shutdown,49,645.5433997703349,0.0,0.0
customer_arrival,49,648.9146581566962,0.0,-0.06742516772722637
shutdown,49,648.9146581566962,0.0,0.0
customer_arrival,49,650.0791941843366,0.0,-0.0232907205528081
survival,49,656.4310186009751,0.7607783551534949,0.0
customer_arrival,50,661.9043597944988,0.0,-0.1094668238704728
shutdown,50,661.9043597944988,0.0,0.0
customer_arrival,50,669.1694804725663,0.0,-0.14530241356135054
shutdown,50,669.1694804725663,0.0,0.0
customer_arrival,50,675.0879049959195,0.0,-0.11836849046706398
survival,50,676.1428439303033,0.6377620064126407,0.0
customer_arrival,51,676.6066329332004,0.0,-0.009275780057942742
survival,51,678.6430547621225,0.22967551314823906,0.0
customer_arrival,52,680.2027094874051,0.0,-0.031193094505652743
survival,52,680.3680899290632,0.26167599345308223,0.0
customer_arrival,53,681.1563568649319,0.0,-0.01576533871737433
survival,53,686.9719742686367,0.4506537611833695,0.0
customer_arrival,54,687.9773629853248,0.0,-0.020107774333761392
survival,54,704.6197042841549,0.5468420840220192,0.0
customer_arrival,55,705.7459342801029,0.0,-0.02252459991896107
survival,55,711.0871613566082,0.350899243588386,0.0
customer_arrival,56,721.1642857456352,0.0,-0.201542487780539
survival,56,733.362680011666,0.22785356064722972,0.0
customer_arrival,57,737.0051373218886,0.0,-0.07284914620445133
failure,57,737.8485821228585,0.5056906013012463,-2.25
customer_arrival,58,742.017439825427,0.0,-0.08337715405137011
shutdown,58,742.017439825427,0.0,0.0
customer_arrival,58,742.2709620993093,0.0,-0.005070445477644328
shutdown,58,742.2709620993093,0.0,0.0
customer_arrival,58,755.0741213275998,0.0,-0.2560631845658108
shutdown,58,755.0741213275998,0.0,0.0
customer_arrival,58,755.5940719785934,0.0,-0.010399013019873296
shutdown,58,755.5940719785934,0.0,0.0
customer_arrival,58,762.468703020386,0.0,-0.13749262083585043
shutdown,58,762.468703020386,0.0,0.0
customer_arrival,58,764.3887299230598,0.0,-0.03840053805347636
survival,58,767.9064317879319,0.40500717875323833,0.0
customer_arrival,59,769.6266496033494,0.0,-0.03440435630834965
shutdown,59,769.6266496033494,0.0,0.0
customer_arrival,59,772.4921925027566,0.0,-0.05731085798814374
shutdown,59,772.4921925027566,0.0,0.0
customer_arrival,59,781.6441078692043,0.0,-0.1830383073289551
shutdown,59,781.6441078692043,0.0,0.0
customer_arrival,59,781.6815877138821,0.0,-0.0007495968935563124
survival,59,791.3903151155318,0.7530910071154684,0.0
customer_arrival,60,791.9179975759939,0.0,-0.010553649209241579
shutdown,60,791.9179975759939,0.0,0.0
customer_arrival,60,794.780096211794,0.0,-0.057241972716000726
shutdown,60,794.780096211794,0.0,0.0
customer_arrival,60,799.2446815105633,0.0,-0.08929170597538491
shutdown,60,799.2446815105633,0.0,0.0
customer_arrival,60,803.6116832662482,0.0,-0.08734003511369721
shutdown,60,803.6116832662482,0.0,0.0
customer_arrival,60,806.2209054783348,0.0,-0.05218444424173267
shutdown,60,806.2209054783348,0.0,0.0
customer_arrival,60,813.4820002141829,0.0,-0.1452218947169623
shutdown,60,813.4820002141829,0.0,0.0
customer_arrival,60,823.6115646256494,0.0,-0.20259128822933067
shutdown,60,823.6115646256494,0.0,0.0
customer_arrival,60,825.5597816869312,0.0,-0.03896434122563494
survival,60,831.3862416123704,0.5502619963521602,0.0
customer_arrival,61,844.2360902834664,0.0,-0.2569969734219201
survival,61,845.6511056217122,0.5811047738780538,0.0
customer_arrival,62,853.8782591406442,0.0,-0.16454307037863963
shutdown,62,853.8782591406442,0.0,0.0
customer_arrival,62,854.4415403602833,0.0,-0.011265624392780497
survival,62,861.4389742063709,0.389770949053289,0.0
customer_arrival,63,863.9810382371148,0.0,-0.05084128061488057
shutdown,63,863.9810382371148,0.0,0.0
customer_arrival,63,869.537038136132,0.0,-0.11111999798034247
survival,63,876.253267363488,0.24565175630273528,0.0
customer_arrival,64,880.5882486602706,0.0,-0.08669962593565025
survival,64,882.0804096474553,0.3683658300406291,0.0
customer_arrival,65,887.1328735343502,0.0,-0.10104927773789817
shutdown,65,887.1328735343502,0.0,0.0
customer_arrival,65,892.2843468999941,0.0,-0.1030294673128785
survival,65,898.8919734008426,0.7668376056764764,0.0
customer_arrival,66,907.9274057696471,0.0,-0.1807086473760888
failure,66,913.6313081501362,0.2598775120931561,-2.25
customer_arrival,67,918.4286146294494,0.0,-0.09594612958626492
survival,67,924.1858199833009,0.7429948590166653,0.0
customer_arrival,68,934.987033606773,0.0,-0.2160242724694422
survival,68,941.4947925016361,0.6874912930111813,0.0
customer_arrival,69,954.3134219092143,0.0,-0.2563725881515635
survival,69,957.2174113959044,0.49521169063333237,0.0
customer_arrival,70,958.7524594039724,0.0,-0.030700960161359727
shutdown,70,958.7524594039724,0.0,0.0
customer_arrival,70,962.2061872603336,0.0,-0.06907455712722488
shutdown,70,962.2061872603336,0.0,0.0
customer_arrival,70,968.2193211805258,0.0,-0.12026267840384101
shutdown,70,968.2193211805258,0.0,0.0
customer_arrival,70,980.5773058653831,0.0,-0.2471596936971463
shutdown,70,980.5773058653831,0.0,0.0
customer_arrival,70,1000.5287397489261,0.0,-0.3990286776708612
survival,70,1002.4060700949366,0.9124521385923102,0.0
customer_arrival,71,1002.6901971825608,0.0,-0.005682541752485167
shutdown,71,1002.6901971825608,0.0,0.0
customer_arrival,71,1005.4654132393922,0.0,-0.05550432113662689
shutdown,71,1005.4654132393922,0.0,0.0
customer_arrival,71,1006.9814095267335,0.0,-0.030319925746824926
survival,71,1011.6718649231958,0.5566484131319809,0.0
customer_arrival,72,1016.3471779873051,0.0,-0.09350626128218577
survival,72,1020.4197629541352,0.6223224516425723,0.0
customer_arrival,73,1022.2905864492104,0.0,-0.037416469901503796
